campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Women  Fit  &  Lift,Adset-5 LAL1,2025-01-18,268.42,146767,2756.0,0.0188,31,1257.6,4.69,UGC,Seamless confidence for every day — new women boyshorts.,Broad,Instagram,IN
Women-Studio Sports,Adset-2 Broad,2025-02-26,128.38,341788,3861.0,0.0113,129,4219.65,32.87,Carousel,Doctors recommend breathable bamboo — meet our women boyshorts.,Broad,Facebook,US
Men Bold Colors Drop,Adset-1 Broad,2025-02-13,322.12,195278,2285.0,0.0117,35,1197.58,3.72,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Retargeting,Facebook,US
Men Premium Modal,Adset-4 Retarget,2025-01-01,,163924,1432.0,0.0087,26,851.35,1.6,UGC,Doctors recommend breathable organic cotton — meet our men trunks.,Broad,Facebook,US
Men Comfortmax Launch,Adset-3 ATC,2025-01-13,683.11,106079,1886.0,0.0178,51,1282.97,1.88,Video,Seamless confidence for every day — new men briefs.,Broad,Facebook,IN
MEN SIGNATURE SOFT,Adset-3 LAL1,2025-02-09,259.46,109012,1650.0,0.0151,0,268.76,1.04,Image,No ride‑up guarantee — best‑selling men briefs back in stock.,Broad,Facebook,IN
Men-Athleisure Cooling,Adset-4 Broad,2025-03-30,628.85,460751,8555.0,0.0186,274,5243.05,8.34,Video,3‑pack deal ends tonight — upgrade your men drawer with trunks.,Retargeting,Facebook,IN
Men_ComfortMax_Launch,Adset-4 LAL1,2025-02-14,557.85,177249,3452.0,0.0195,88,2465.36,4.42,Carousel,Seamless confidence for every day — new men inner vests.,Broad,Instagram,US
men signature soft,Adset-5 WC,2025-02-07,723.8,361522,5420.0,0.015,39,1675.84,2.32,Carousel,Hot & comfy: men briefs now 20% off — feel the difference.,Lookalike,Facebook,US
women seamless-everyday,Adset-2 Broad,2025-03-28,286.52,338861,3031.0,0.0089,104,4743.39,16.56,Image,Confidence starts inside — elevate with women wire‑free bras.,Lookalike,Facebook,US
Women_Fit_&_Lift,Adset-1 ATC,2025-01-17,658.29,70705,1169.0,0.0165,7,333.34,0.51,Video,Stretch that snaps back — durable women bras.,Broad,Facebook,US
Women  Fit  &  Lift,Adset-5 LAL1,2025-02-28,813.13,331450,7162.0,0.0216,41,1473.44,1.81,UGC,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Facebook,US
Men ComfortMax Launch,Adset-2 LAL2,2025-01-24,,57420,651.0,0.0113,0,656.68,,Video,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Retargeting,Instagram,UK
Women Fit and Lift,Adset-2 Broad,2025-01-27,372.04,371436,6712.0,0.0181,72,3002.68,8.07,UGC,"Push comfort, not wires — everyday women panties.",Broad,Instagram,US
Women Fit & Lift,Adset-1 ATC,2025-03-02,331.09,22993,556.0,0.0242,7,207.74,0.63,UGC,Hot & comfy: women boyshorts now 20% off — feel the difference.,Retargeting,Facebook,US
-omen_|_Studio_Sports,Adset-1 ATC,2025-03-03,135.68,369667,4228.0,0.0114,113,3562.84,26.26,Image,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Facebook,US
Women  Fit  &  Lift,Adset-5 LAL1,2025-03-10,,17647,362.0,0.0205,4,159.19,0.21,Image,Stretch that snaps back — durable women sports bras.,Broad,Instagram,US
WOMEN COTTON CLASSICS,Adset-5 ATC,2025-01-07,622.52,135838,2302.0,0.0169,90,2560.58,4.11,Video,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Lookalike,Instagram,US
MEN Signature Soft,Adset-1 Retarget,2025-03-27,392.55,290067,6134.0,0.0211,0,703.21,1.79,Carousel,No ride‑up guarantee — best‑selling men boxers back in stock.,Lookalike,Facebook,US
women Summer Invisible,Adset-1 LAL1,2025-02-27,1462.6,410080,3868.0,0.0094,80,2242.02,1.53,Image,No ride‑up guarantee — best‑selling women sports bras back in stock.,Lookalike,Facebook,IN
Women  Fit  &  Lft,Adset-2 Broad,2025-03-31,737.83,343448,5303.0,0.0154,54,1567.64,2.12,UGC,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Broad,Instagram,IN
women Summer Invisible,Adset-4 Broad,2025-02-25,614.26,363532,2958.0,0.0081,56,2205.36,3.59,Carousel,Doctors recommend breathable bamboo — meet our women panties.,Broad,Instagram,IN
MEN Signature Soft,Adset-2 Broad,2025-02-18,314.77,322276,5673.0,0.0176,28,1238.44,3.93,Video,"All‑day comfort, zero pinch — try our men boxers!",Lookalike,Facebook,IN
Women Summer Invisible,Adset-5 LAL1,2025-03-02,193.78,160159,2057.0,0.0128,45,1282.91,6.62,Image,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Broad,Instagram,US
WOMEN Cotton Classics,Adset-4 LAL2,2025-03-13,341.07,78416,807.0,0.0103,27,873.3,2.56,UGC,"Ultra‑soft waistband, no marks — premium women bras.",Lookalike,Instagram,UK
men premium modal,Adset-1 Retarget,2025-01-17,464.71,15305,181.0,0.0118,6,222.56,0.48,Video,Breathable organic cotton that moves with you — limited offer on men athletic briefs.,Retargeting,Facebook,IN
Men Bold Colors Drop,Adset-5 LAL2,2025-03-24,148.18,401304,1567.0,0.0039,16,569.73,3.84,Video,Hot & comfy: men boxers now 20% off — feel the difference.,Broad,Instagram,US
WOMEN COTTON CLASSICS,Adset-1 Retarget,2025-03-02,257.1,377854,3575.0,0.0095,0,3961.18,15.41,Image,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Lookalike,Facebook,UK
women | studio sports,Adset-2 Broad,2025-02-02,450.89,161205,2170.0,0.0135,80,4434.82,9.84,UGC,"Ultra‑soft waistband, no marks — premium women panties.",Retargeting,Instagram,UK
Men_Bold_Colors_Drop,Adset-1 Broad,2025-02-18,926.27,208339,2468.0,0.0118,29,801.32,0.87,Image,No ride‑up guarantee — best‑selling men athletic briefs back in stock.,Lookalike,Instagram,IN
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-01,553.79,64544,681.0,0.0105,17,446.35,0.81,Carousel,Seamless confidence for every day — new women panties.,Lookalike,Instagram,UK
Men  Bold  Colors  Drop,Adset-1 Broad,2025-01-01,523.6,321817,3770.0,0.0117,42,1421.89,2.72,Carousel,Breathable cotton that moves with you — limited offer on men inner vests.,Broad,Facebook,US
Women-Studio Sports,Adset-2 Broad,2025-03-30,273.03,191125,2225.0,0.0116,66,2348.69,8.6,Image,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-04,1066.69,69894,681.0,0.0097,21,950.68,0.89,Video,Confidence starts inside — elevate with women wire‑free bras.,Lookalike,Instagram,UK
Women | Studio Sports,Adset-4 ATC,2025-01-20,234.53,452638,4639.0,0.0102,174,4500.44,19.19,Carousel,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Broad,Facebook,UK
Women Summer Invisible,Adset-3 ATC,2025-02-23,389.58,378510,1966.0,0.0052,57,2179.89,5.6,Carousel,Invisible under tees — seamless women boyshorts.,Retargeting,Facebook,IN
MEN SIGNATURE SOFT,Adset-2 Broad,2025-01-16,612.53,134198,2716.0,0.0202,21,664.64,1.09,Video,Hot & comfy: men briefs now 20% off — feel the difference.,Broad,Instagram,US
Men  |  Athleisure  Cooling,Adset-4 Broad,2025-01-06,900.11,416005,9088.0,0.0218,194,6019.08,6.69,Video,Confidence starts inside — elevate with men athletic briefs.,Broad,Instagram,US
Women-Studio Sports,Adset-3 LAL2,2025-02-03,888.58,173886,2181.0,0.0125,80,2245.45,2.53,Video,Doctors recommend breathable bamboo — meet our women panties.,Broad,Facebook,US
Men ComfortMax Launch,Adset-3 ATC,2025-03-16,171.31,258888,3596.0,0.0139,87,1854.93,10.83,Image,Hot & comfy: men briefs now 20% off — feel the difference.,Broad,Facebook,IN
WOM N FIT & LIFT,Adset-1 ATC,2025-02-01,853.33,132314,3023.0,0.0228,26,617.39,0.72,Video,Stretch that snaps back — durable women panties.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-03,180.96,193453,1635.0,0.0085,49,1855.33,10.25,Image,"Ultra‑soft waistband, no marks — premium women boyshorts.",Broad,Facebook,UK
Men | Athleisure Cooling,Adset-3 Broad,2025-02-13,384.77,251310,,0.022,162,4596.47,11.95,Video,Hot & comfy: men inner vests now 20% off — feel the difference.,Broad,Instagram,IN
WOMEN SUMMER INVISIBLE,Adset-5 LAL1,2025-02-04,403.14,423417,2720.0,0.0064,69,1790.24,4.44,Video,"Push comfort, not wires — everyday women sports bras.",Broad,Facebook,UK
men bld colors drop,Adset-2 Retarget,2025-01-20,317.99,150277,1305.0,0.0087,18,564.94,1.78,Image,Hot & comfy: men briefs now 20% off — feel the difference.,Retargeting,Facebook,UK
WOMEN FIT & LIFT,Adset-3 LAL2,2025-01-17,1029.31,426479,5307.0,0.0124,44,2041.53,1.98,Video,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Broad,Instagram,UK
Women | Studio Sports,Adset-3 LAL2,2025-02-12,500.63,177546,2239.0,0.0126,97,4952.35,9.89,Image,Cooling mesh panels for workouts — women sports bras you’ll actually love.,Broad,Facebook,US
WOMEN  Cotton  Classics,Adset-4 LAL2,2025-02-14,226.24,343234,2570.0,0.0075,117,4604.42,20.35,Video,Doctors recommend breathable organic cotton — meet our women boyshorts.,Broad,Instagram,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-01-13,349.58,274281,6269.0,0.0229,57,2491.47,7.13,UGC,Breathable modal that moves with you — limited offer on women wire‑free bras.,Broad,Facebook,US
MEN  Signature  Soft,Adset-1 Retarget,2025-01-19,937.17,319822,5436.0,0.017,31,970.86,1.04,Video,"Ultra‑soft waistband, no marks — premium men boxers.",Broad,Instagram,UK
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-03-01,580.29,306291,3602.0,0.0118,147,5979.21,10.3,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Broad,Instagram,US
MEN_Signature_Soft,Adset-4 LAL2,2025-03-20,197.04,508746,3058.0,0.006,13,260.75,1.32,Video,3‑pack deal ends tonight — upgrade your men drawer with inner vests.,Broad,Instagram,US
WOMEN | STUDIO SPORTS,Adset-4 ATC,2025-03-19,816.98,256711,3453.0,0.0135,131,3405.83,4.17,Image,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Retargeting,Instagram,US
Women Cotton Classics,Adset-1 Retarget,2025-01-04,214.93,159135,825.0,0.0052,29,1139.25,5.3,Video,No ride‑up guarantee — best‑selling women bras back in stock.,Broad,Facebook,UK
Men Bold Colors Drop,Adset-2 Retarget,2025-02-24,102.15,465147,4543.0,0.0098,53,1032.12,10.1,Image,Invisible under tees — seamless men briefs.,Broad,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-03-08,804.62,492952,10393.0,0.0211,217,9708.36,12.07,UGC,Doctors recommend breathable organic cotton — meet our men briefs.,Broad,Instagram,US
Men | Athleisure Cooling,Adset-2 ATC,2025-02-09,705.35,519297,8226.0,0.0158,311,8772.33,12.44,Image,"Wire‑free ease, cloud‑soft cups — men boxers that fits right.",Lookalike,Facebook,US
WOME SEAMLESS EVERYDAY,Adset-1 LAL1,2025-02-14,310.25,19041,216.0,0.0114,8,444.63,1.43,Video,"Ultra‑soft waistband, no marks — premium women panties.",Lookalike,Instagram,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-23,511.42,70620,1049.0,0.0149,20,542.09,1.06,UGC,Hot & comfy: men boxers now 20% off — feel the difference.,Broad,Facebook,IN
W men Fit & Lift,Adset-4 ATC,2025-01-23,269.0,483876,10190.0,0.0211,125,5249.72,19.52,Video,"All‑day comfort, zero pinch — try our women sports bras!",Broad,Facebook,UK
women Summer Invisible,Adset-3 ATC,2025-03-02,715.25,461696,3975.0,0.0086,57,2849.72,3.98,Video,Doctors recommend breathable cotton — meet our women boyshorts.,Broad,Facebook,US
Men_Bold_Colors_Drop,Adset-1 Broad,2025-03-14,316.81,179351,1958.0,0.0109,21,585.14,1.85,Image,"Push comfort, not wires — everyday men trunks.",Broad,Facebook,UK
Women Fit & Lift,Adset-3 LAL2,2025-02-02,996.95,519250,6487.0,0.0125,68,2729.03,2.74,Carousel,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Facebook,IN
MEN Signature Soft,Adset-4 LAL2,2025-02-24,402.81,154022,1446.0,0.0094,0,479.96,1.19,Video,Stretch that snaps back — durable men briefs.,Retargeting,Instagram,UK
women summer invisible,Adset-3 ATC,2025-01-04,305.24,297994,5101.0,0.0171,0,6326.74,20.73,Carousel,Cooling mesh panels for workouts — women panties you’ll actually love.,Lookalike,Facebook,US
MEN | ATHLEISURE COOLING,Adset-2 ATC,2025-02-14,1019.79,406810,11298.0,0.0278,333,9881.68,9.69,Image,Stretch that snaps back — durable men briefs.,Broad,Facebook,US
MEN | ATHLEISURE COOLING,Adset-4 Broad,2025-01-11,220.8,513048,8999.0,0.0175,261,10169.23,46.06,Image,Hot & comfy: men athletic briefs now 20% off — feel the difference.,Broad,Instagram,IN
women Summer Invisible,Adset-4 Broad,2025-03-25,465.2,511446,4522.0,0.0088,92,,7.84,Image,"All‑day comfort, zero pinch — try our women wire‑free bras!",Retargeting,Instagram,UK
MEN Signature Soft,Adset-5 WC,2025-01-30,357.46,89721,1528.0,0.017,12,474.97,1.33,Video,Summer‑ready essentials — sweat‑wicking men inner vests.,Broad,Facebook,IN
Men_Bold_Colors_Drop,Adset-2 Retarget,2025-03-15,421.78,215430,2425.0,0.0113,45,1477.09,3.5,Image,No ride‑up guarantee — best‑selling men athletic briefs back in stock.,Retargeting,Instagram,US
MEN_Signature_Soft,Adset-5 WC,2025-01-05,283.93,34431,414.0,0.012,2,39.49,0.14,Video,Stretch that snaps back — durable men briefs.,Broad,Facebook,US
WOMEN_Seamless_Everyday,Adset-4 WC,2025-01-15,477.35,62061,603.0,0.0097,0,739.94,1.55,Video,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,US
Men | Athleis re Cooling,Adset-4 Broad,2025-02-12,110.42,180813,2537.0,0.014,78,2878.6,26.07,Video,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Broad,Facebook,US
WOMEN  Cotton  Classics,Adset-1 Retarget,2025-01-15,412.94,117056,1008.0,0.0086,33,936.79,2.27,Carousel,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Retargeting,Instagram,US
women cotton classics,Adset-1 Retarget,2025-01-19,133.59,385661,3687.0,0.0096,124,6527.95,48.87,Video,"Push comfort, not wires — everyday women wire‑free bras.",Broad,Instagram,US
Men  |  Athleisure  Cooling,Adset-1 Retarget,2025-03-06,709.59,193478,2941.0,0.0152,0,2289.9,3.23,Image,"All‑day comfort, zero pinch — try our men boxers!",Broad,Facebook,US
MEN Signature Soft,Adset-5 WC,2025-03-03,778.22,166374,2999.0,0.018,19,822.07,1.06,Video,"All‑day comfort, zero pinch — try our men boxers!",Lookalike,Facebook,IN
Men  Bold  Colors  Drop,Adset-2 Retarget,2025-03-27,242.76,227829,1383.0,0.0061,17,755.47,3.11,UGC,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Broad,Facebook,UK
WOMEN | STUDIO SPORTS,Adset-5 ATC,2025-01-25,829.06,306604,3342.0,0.0109,143,7284.05,8.79,UGC,Stretch that snaps back — durable women panties.,Broad,Instagram,US
Men Bold Colors Drop,Adset-5 LAL2,2025-02-12,144.16,468399,3662.0,0.0078,30,1209.68,8.39,Video,"Ultra‑soft waistband, no marks — premium men boxers.",Lookalike,Instagram,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-03-28,442.04,209015,3280.0,0.0157,92,4060.68,9.19,Carousel,Breathable modal that moves with you — limited offer on men boxers.,Lookalike,Instagram,US
MEN BOLD COLORS DROP,Adset-2 Retarget,2025-03-02,1027.46,125087,749.0,0.006,6,212.68,0.21,Video,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Broad,Facebook,US
Men | Athleisure Cooling,Adset-5 Broad,2025-01-01,275.46,47295,1344.0,0.0284,58,1913.93,6.95,Video,Invisible under tees — seamless men inner vests.,Retargeting,Instagram,US
Women Seamless Everyday,Adset-3 Broad,2025-02-23,839.79,436835,2882.0,0.0066,79,4529.16,5.39,Video,Seamless confidence for every day — new women wire‑free bras.,Broad,Instagram,US
women cotton classics,Adset-3 Broad,2025-03-08,606.46,429356,3444.0,0.008,119,6044.79,9.97,Video,"Push comfort, not wires — everyday women bras.",Broad,Facebook,US
Men | Athleisure Cooling,Adset-5 Broad,2025-02-23,679.06,328741,7129.0,0.0217,222,8350.29,12.3,Video,Breathable cotton that moves with you — limited offer on men trunks.,Broad,Instagram,US
Women-Studio Sports,Adset-1 ATC,2025-01-04,663.55,153719,1784.0,0.0116,45,2032.37,3.06,Image,Seamless confidence for every day — new women sports bras.,Broad,Facebook,US
women cotton classics,Adset-5 ATC,2025-01-17,530.1,127053,1447.0,0.0114,62,2901.86,5.47,Image,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Facebook,US
Men  Bold  Colors  Drop,Adset-2 Retarget,2025-01-21,323.71,168482,1151.0,0.0068,18,382.53,1.18,UGC,"All‑day comfort, zero pinch — try our men boxers!",Retargeting,Instagram,IN
women cotton classics,Adset-5 ATC,2025-02-20,745.12,42573,350.0,0.0082,8,297.5,0.4,Carousel,Hot & comfy: women panties now 20% off — feel the difference.,Lookalike,Instagram,UK
Women | Studio Sports,Adset-5 ATC,2025-03-20,565.63,305442,,0.0135,155,8729.06,15.43,Carousel,Breathable modal that moves with you — limited offer on women wire‑free bras.,Broad,Facebook,US
MEN Signature Soft,Adset-1 Retarget,2025-02-02,720.58,378936,6132.0,0.0162,29,551.15,0.76,UGC,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Lookalike,Instagram,US
women summer invisible,Adset-5 LAL1,2025-03-19,306.99,316151,2735.0,0.0087,81,4132.09,13.46,UGC,"Ultra‑soft waistband, no marks — premium women sports bras.",Retargeting,Instagram,UK
men comfortmax launch,Adset-4 LAL1,2025-03-04,699.1,219341,3675.0,0.0168,80,2412.55,3.45,Image,Doctors recommend breathable organic cotton — meet our men trunks.,Broad,Instagram,US
Women | Studio Sports,Adset-5 ATC,2025-01-22,49.8,147247,1313.0,0.0089,57,1559.31,31.31,Video,"Push comfort, not wires — everyday women wire‑free bras.",Retargeting,Instagram,UK
Men Bold Colors Drop,Adset-5 LAL2,2025-03-13,364.04,408261,3359.0,0.0082,32,879.78,2.42,Carousel,Seamless confidence for every day — new men inner vests.,Broad,Instagram,IN
Men | Athleisure Cooling,Adset-3 Broad,2025-01-29,1068.26,130026,2684.0,0.0206,126,2402.22,2.25,Carousel,Hot & comfy: men trunks now 20% off — feel the difference.,Broad,Facebook,US
MEN Signature Soft,Adset-3 LAL1,2025-02-15,131.06,171918,3217.0,0.0187,23,484.63,3.7,Image,No ride‑up guarantee — best‑selling men trunks back in stock.,Lookalike,Facebook,UK
men bold colors drop,Adset-4 Broad,2025-01-10,460.35,461327,6178.0,0.0134,64,2016.12,4.38,Video,No ride‑up guarantee — best‑selling men briefs back in stock.,Retargeting,Facebook,US
men premium modal,Adset-1 Retarget,2025-01-16,413.66,514288,6937.0,0.0135,201,7129.56,17.24,Image,Seamless confidence for every day — new men athletic briefs.,Lookalike,Facebook,IN
Men_|_Athleisure_Cooling,Adset-3 Broad,2025-02-16,412.06,172830,3079.0,0.0178,148,6156.92,14.94,Video,Breathable microfiber that moves with you — limited offer on men inner vests.,Lookalike,Instagram,IN
women Summer Invisible,Adset-1 LAL1,2025-01-12,236.61,202162,1981.0,0.0098,36,1867.86,7.89,Image,Stretch that snaps back — durable women panties.,Broad,Facebook,US
Men Premium Modal,Adset-3 LAL1,2025-02-15,190.65,360821,5976.0,0.0166,161,4537.62,23.8,Image,Breathable bamboo that moves with you — limited offer on men athletic briefs.,Broad,Facebook,US
women seamless everyday,Adset-5 LAL1,2025-02-17,565.49,299937,3038.0,0.0101,64,2356.91,4.17,Image,Breathable organic cotton that moves with you — limited offer on women boyshorts.,Lookalike,Facebook,US
Women  |  Studio  Sports,Adset-1 ATC,2025-01-31,794.86,503036,5072.0,0.0101,181,5788.26,7.28,Carousel,Stretch that snaps back — durable women bras.,Broad,Instagram,US
men signature soft,Adset-2 Broad,2025-02-01,262.89,300488,4981.0,0.0166,34,668.37,2.54,Video,Summer‑ready essentials — sweat‑wicking men inner vests.,Broad,Instagram,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-02-19,1071.93,175066,1179.0,0.0067,26,1261.34,1.18,Video,3‑pack deal ends tonight — upgrade your women drawer with panties.,Lookalike,Instagram,US
WOMEN Seamless Everyday,Adset-5 LAL1,2025-03-11,654.87,404298,2026.0,0.005,0,3227.93,4.93,Video,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Broad,Facebook,IN
Men  |  Athleisure  Cooling,Adset-3 Broad,2025-03-23,184.76,293981,5926.0,0.0202,175,4870.03,26.36,UGC,Summer‑ready essentials — sweat‑wicking men briefs.,Broad,Instagram,IN
men premium modal,Adset-1 Retarget,2025-01-23,196.63,198477,2826.0,0.0142,81,2337.26,11.89,Video,No ride‑up guarantee — best‑selling men boxers back in stock.,Retargeting,Instagram,US
MEN | ATHLEISURE COOLING,Adset-4 Broad,2025-03-07,407.77,112416,2311.0,0.0206,85,1778.23,4.36,Image,Invisible under tees — seamless men boxers.,Retargeting,Instagram,US
Men  |  Athleisure  Cooling,Adset-1 Retarget,2025-03-02,404.57,299753,4993.0,0.0167,55,1120.34,2.77,UGC,"All‑day comfort, zero pinch — try our men trunks!",Lookalike,Instagram,IN
women Summer Invisible,Adset-4 Broad,2025-02-16,235.1,293123,2209.0,0.0075,48,2742.93,11.67,Video,"Push comfort, not wires — everyday women sports bras.",Broad,Facebook,UK
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-01-03,544.92,134071,964.0,0.0072,0,652.47,1.2,Video,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Lookalike,Instagram,IN
Men  Bold  Colors  Drop,Adset-2 Retarget,2025-02-05,823.77,281969,2204.0,0.0078,29,552.5,0.67,Image,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Broad,Instagram,IN
men | athleisure cooling,Adset-2 ATC,2025-03-20,599.36,167851,3078.0,0.0183,95,2971.61,4.96,Image,"Push comfort, not wires — everyday men athletic briefs.",Lookalike,Facebook,UK
MEN PREMIUM MODAL,Adset-4 Retarget,2025-01-04,469.57,331952,3178.0,0.0096,91,3631.45,7.73,Video,Doctors recommend breathable bamboo — meet our men trunks.,Broad,Instagram,IN
Men Premium Modal,Adset-2 Retarget,2025-03-04,416.68,25713,314.0,0.0122,10,411.99,0.99,Image,Seamless confidence for every day — new men athletic briefs.,Lookalike,Instagram,IN
Men ComfortMax Launch,Adset-1 Retarget,2025-01-15,699.17,134964,2740.0,0.0203,74,1806.8,2.58,Image,Seamless confidence for every day — new men trunks.,Broad,Facebook,UK
Women Fit & Lift,Adset-4 ATC,2025-02-27,454.6,48594,460.0,0.0095,8,331.29,0.73,Image,Doctors recommend breathable organic cotton — meet our women panties.,Retargeting,Instagram,UK
Women Fit & Lift,Adset-3 LAL2,2025-03-24,438.06,309463,4705.0,0.0152,49,2675.39,6.11,Video,Cooling mesh panels for workouts — women panties you’ll actually love.,Lookalike,Instagram,US
WOMEN Cotton Classics,Adset-2 WC,2025-02-12,409.77,179471,2141.0,0.0119,68,3602.38,8.79,Video,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Lookalike,Facebook,US
women  Summer  Invi ible,Adset-2 ATC,2025-03-15,255.58,352330,3310.0,0.0094,70,3466.29,13.56,Image,Summer‑ready essentials — sweat‑wicking women sports bras.,Lookalike,Instagram,UK
Women | Studio Sports,Adset-5 ATC,2025-02-15,397.82,351001,4023.0,0.0115,126,5206.84,13.09,Image,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Retargeting,Facebook,IN
Men Comfortmax Launch,Adset-5 Retarget,2025-01-01,,308526,5493.0,0.0178,0,5952.16,,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Lookalike,Facebook,IN
WOMEN SUMMER INVISIBLE,Adset-1 LAL1,2025-03-24,620.91,221275,2138.0,0.0097,40,1041.67,1.68,Carousel,"All‑day comfort, zero pinch — try our women wire‑free bras!",Lookalike,Facebook,UK
women | studio sports,Adset-2 Broad,2025-02-24,138.43,173768,1714.0,0.0099,47,1784.85,12.89,Video,No ride‑up guarantee — best‑selling women panties back in stock.,Broad,Instagram,US
MEN Signature Soft,Adset-4 LAL2,2025-01-23,265.2,277299,3905.0,0.0141,22,888.4,3.35,Video,Hot & comfy: men boxers now 20% off — feel the difference.,Lookalike,Instagram,UK
women_Summer_Invisible,Adset-5 LAL1,2025-02-12,1034.83,461022,4064.0,0.0088,88,2877.14,2.78,Video,Invisible under tees — seamless women bras.,Broad,Facebook,IN
WOMEN Cotton Classics,Adset-3 Broad,2025-01-17,445.9,124774,1813.0,0.0145,66,3025.06,6.78,Video,Stretch that snaps back — durable women boyshorts.,Retargeting,Instagram,US
men signature soft,Adset-1 Retarget,2025-02-16,1015.5,320802,4848.0,0.0151,34,1371.44,1.35,Image,No ride‑up guarantee — best‑selling men briefs back in stock.,Broad,Instagram,IN
Men | Athleisure Cooling,Adset-4 Broad,2025-02-04,826.77,472691,4272.0,0.009,108,2379.61,2.88,Image,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Instagram,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-01-29,644.51,177720,1238.0,0.007,45,1710.21,2.65,Video,Stretch that snaps back — durable women sports bras.,Broad,Instagram,US
MEN Signature Soft,Adset-4 LAL2,2025-02-15,487.2,283610,2712.0,0.0096,17,390.81,0.8,Carousel,Cooling mesh panels for workouts — men boxers you’ll actually love.,Lookalike,Instagram,US
Men_Premium_Modal,Adset-4 Retarget,2025-02-27,243.69,362490,2490.0,0.0069,62,1776.43,7.29,Video,3‑pack deal ends tonight — upgrade your men drawer with inner vests.,Broad,Instagram,US
Men Bold Colors Drop,Adset-2 Retarget,2025-02-15,148.88,191918,1135.0,0.0059,13,498.98,3.35,UGC,Invisible under tees — seamless men trunks.,Broad,Facebook,IN
WOMEN Seamless Everyday,Adset-5 LAL1,2025-01-20,148.11,140313,986.0,0.007,36,1649.91,11.14,Video,Cooling mesh panels for workouts — women panties you’ll actually love.,Retargeting,Instagram,UK
men | athleisure cooling,Adset-2 ATC,2025-01-12,185.18,264006,7618.0,0.0289,246,10622.63,57.36,Video,Summer‑ready essentials — sweat‑wicking men athletic briefs.,Lookalike,Facebook,IN
Men_Bold_Colors_Drop,Adset-3 Broad,2025-02-16,492.37,476946,5339.0,0.0112,0,1431.61,2.91,Image,No ride‑up guarantee — best‑selling men inner vests back in stock.,Lookalike,Instagram,UK
Men Bold Colors Drop,Adset-1 Broad,2025-03-17,597.48,223595,2071.0,0.0093,28,1185.93,1.98,Image,Breathable modal that moves with you — limited offer on men briefs.,Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-02-10,762.8,490268,3939.0,0.008,82,2073.88,2.72,Video,Summer‑ready essentials — sweat‑wicking women sports bras.,Broad,Facebook,US
Women Fit & Lift,Adset-4 ATC,2025-02-02,386.94,339815,5620.0,0.0165,45,2462.94,6.37,Video,Breathable modal that moves with you — limited offer on women wire‑free bras.,Lookalike,Facebook,UK
WOMEN Cotton Classics,Adset-4 LAL2,2025-02-27,606.97,308275,1946.0,0.0063,48,1816.63,2.99,Video,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,IN
